X,Y,SA2011,SOA2011,X_COORD,Y_COORD,Hectares,LGD2014NAME,2015 Default Urban/Rural,SOA2001_name,"Multiple Deprivation Measure Rank 
(where 1 is most deprived)","Income Domain Rank 
(where 1 is most deprived)",Employment Domain Rank (where 1 is most deprived),Health Deprivation and Disability Domain Rank (where 1 is most deprived),"Education, Skills and Training Domain Rank (where 1 is most deprived)",Access to Services Domain Rank (where 1 is most deprived),Living Environment Domain Rank (where 1 is most deprived),Crime and Disorder Domain Rank (where 1 is most deprived),IMDdeciles
-5.95240075462181,54.6060920102451,N00001117,95GG19S1,332359,375024,8.28284,Belfast,Urban,Crumlin_1,391,348,482,489,499,2903,2534,1630,"1"
-5.95543226498388,54.6057740920869,N00001118,95GG19S1,332164,374983,3.75783,Belfast,Urban,Crumlin_1,54,194,136,169,54,4001,144,824,"1"
-5.94762115766011,54.6053033384933,N00001119,95GG19S1,332670,374945,3.17433,Belfast,Urban,Crumlin_1,283,1138,234,278,74,3695,2744,1016,"1"
-5.95017998553468,54.6050909216482,N00001120,95GG19S1,332505,374917,3.2019,Belfast,Urban,Crumlin_1,316,773,352,267,155,2871,2648,1556,"1"
-5.94752865576227,54.6077571217691,N00001121,95GG19S1,332668,375218,2.83271,Belfast,Urban,Crumlin_1,62,360,29,53,118,3780,2470,1443,"1"
-5.95780500235037,54.6063887217808,N00001122,95GG19S1,332009,375047,6.2535,Belfast,Urban,Crumlin_1,24,200,20,351,15,2859,836,334,"1"
-5.95331901418726,54.6080518189213,N00001125,95GG19S2,332293,375240,5.16099,Belfast,Urban,Crumlin_2,215,104,946,445,56,3492,2533,1000,"1"
-5.94574931485081,54.6127416159551,N00001126,95GG19S2,332767,375776,4.54226,Belfast,Urban,Crumlin_2,17,70,224,21,25,4034,4453,28,"1"
-5.94903353539367,54.6112862677148,N00001127,95GG19S2,332559,375608,15.6095,Belfast,Urban,Crumlin_2,33,108,127,38,168,3191,1412,274,"1"
-5.94506834876999,54.6113021344617,N00001128,95GG19S2,332815,375618,4.07242,Belfast,Urban,Crumlin_2,102,541,88,87,265,3478,1449,106,"1"
-5.92638208294973,54.6142816241876,N00001130,95GG20S1,334013,375985,2.23765,Belfast,Urban,Duncairn_1,68,36,335,275,124,3925,501,288,"1"
-5.92561605523386,54.6118987874313,N00001132,95GG20S1,334070,375721,4.06988,Belfast,Urban,Duncairn_1,266,578,477,215,309,3373,1547,73,"1"
-5.92560094096643,54.6156467635452,N00001136,95GG20S1,334059,376138,4.65407,Belfast,Urban,Duncairn_1,155,90,656,849,66,3912,114,1014,"1"
-5.93220433634828,54.6155472768272,N00001137,95GG20S2,333633,376114,4.49784,Belfast,Urban,Duncairn_2,352,1362,298,151,235,4323,2214,433,"1"
-5.92808995944301,54.6136686993447,N00001138,95GG20S2,333905,375913,2.35649,Belfast,Urban,Duncairn_2,5,19,19,177,16,4205,4323,77,"1"
-5.92786615744336,54.6208602753416,N00001140,95GG20S2,333895,376714,12.8981,Belfast,Urban,Duncairn_2,255,66,682,498,854,4196,745,457,"1"
-5.92985127152064,54.616217517596,N00001143,95GG20S2,333782,376193,4.9074,Belfast,Urban,Duncairn_2,232,123,318,898,263,4319,4151,546,"1"
-5.93058263739155,54.613486228536,N00001144,95GG20S2,333744,375888,8.47267,Belfast,Urban,Duncairn_2,167,328,360,380,78,3688,651,321,"1"
-5.95356227909386,54.5948641190862,N00001145,95GG21S1,332320,373772,14.0159,Belfast,Urban,Falls_1,192,1261,154,94,76,4377,1840,677,"1"
-5.95017046598393,54.5958633746105,N00001146,95GG21S1,332536,373890,3.59461,Belfast,Urban,Falls_1,226,1681,68,74,490,3678,1922,262,"1"
-5.95037114957199,54.59355511756,N00001148,95GG21S1,332531,373632,9.0749,Belfast,Urban,Falls_1,225,2272,148,40,243,3334,1376,98,"1"
-5.94758009320313,54.5929739728683,N00001149,95GG21S1,332713,373573,5.06493,Belfast,Urban,Falls_1,271,840,307,355,91,4101,427,1674,"1"
-5.94262408304028,54.5973168152036,N00001150,95GG21S2,333019,374066,3.81301,Belfast,Urban,Falls_2,206,1794,263,18,69,4220,1100,331,"1"
-5.94891579715887,54.5980427246446,N00001151,95GG21S2,332610,374135,4.32739,Belfast,Urban,Falls_2,214,936,210,152,196,4490,2184,19,"1"
-5.94571178651538,54.5967281133146,N00001152,95GG21S2,332821,373994,4.5807,Belfast,Urban,Falls_2,194,1068,323,129,63,4368,490,167,"1"
-5.94901376251599,54.5971908784645,N00001153,95GG21S2,332606,374040,3.65325,Belfast,Urban,Falls_2,179,2066,186,98,9,4312,1186,237,"1"
-5.94361119052247,54.5998195909691,N00001156,95GG21S3,332947,374342,27.3047,Belfast,Urban,Falls_3,165,687,216,81,226,3634,2440,57,"1"
-5.99146893407593,54.5854325658935,N00001168,95GG22S3,329900,372652,5.26934,Belfast,Urban,Falls Park_3,329,3182,119,84,278,3918,2271,282,"1"
-5.93193837256184,54.6241395434004,N00001195,95GG24S2,333622,377071,2.397,Belfast,Urban,Fortwilliam_2,143,155,271,292,1281,4117,15,71,"1"
-5.99845200729166,54.5851463588721,N00001202,95GG25S1,329450,372607,40.0568,Belfast,Urban,Glen Road_1,51,16,329,26,471,3861,999,413,"1"
-6.00489682000715,54.5781004239292,N00001213,95GG25S3,329055,371811,3.53017,Belfast,Urban,Glen Road_3,290,907,163,139,791,3972,476,1236,"1"
-5.9807590338605,54.619193246588,N00001221,95GG26S1,330485,376429,8.36334,Belfast,Urban,Glencairn_1,98,696,100,272,7,1711,2447,651,"1"
-5.97826791077081,54.6187322998735,N00001222,95GG26S1,330647,376382,5.13621,Belfast,Urban,Glencairn_1,333,682,775,767,33,1815,641,988,"1"
-5.97034738155607,54.6116476505975,N00001226,95GG26S2,331181,375608,2.99516,Belfast,Urban,Glencairn_2,338,113,453,1025,865,4152,1328,850,"1"
-5.97925445281494,54.6161737766002,N00001228,95GG26S2,330591,376096,10.0875,Belfast,Urban,Glencairn_2,301,3579,212,299,6,2056,1421,446,"1"
-6.00987055510861,54.5770919842194,N00001244,95GG27S4,328737,371689,7.38111,Belfast,Urban,Glencolin_4,216,356,272,79,1507,4376,217,246,"1"
-5.97608755322611,54.6024920209222,N00001259,95GG28S3,330840,374579,3.7625,Belfast,Urban,Highfield_3,296,262,393,362,474,3025,1180,3219,"1"
-5.97744016979112,54.5997864807617,N00001260,95GG28S3,330761,374275,6.74828,Belfast,Urban,Highfield_3,286,188,589,609,339,3130,1104,837,"1"
-5.89294208477427,54.6013255116592,N00001266,95GG29S1,336216,374607,2.44816,Belfast,Urban,Island_1,293,2273,208,72,105,3290,4416,497,"1"
-5.89644072812802,54.6002499675446,N00001267,95GG29S1,335994,374480,5.3059,Belfast,Urban,Island_1,162,346,499,181,11,3579,4202,453,"1"
-5.87016100504759,54.588055780021,N00001279,95GG30S1,337733,373174,2.05727,Belfast,Urban,Knock_1,257,304,153,604,1075,1786,1491,1090,"1"
-6.0111029880039,54.5650943721953,N00001298,95GG31S2,328695,370352,7.61665,Belfast,Urban,Ladybrook_2,114,291,222,444,18,4122,769,742,"1"
-6.01328592322532,54.5706996386915,N00001302,95GG31S3,328536,370972,9.50131,Belfast,Urban,Ladybrook_3,84,166,320,56,191,2966,855,395,"1"
-6.0097208677247,54.5678757303849,N00001306,95GG31S3,328776,370664,3.77942,Belfast,Urban,Ladybrook_3,87,536,76,76,279,4207,627,122,"1"
-6.01223210364001,54.5686395041475,N00001307,95GG31S3,328611,370744,5.52046,Belfast,Urban,Ladybrook_3,269,2241,83,122,542,4174,903,100,"1"
-5.98058430358867,54.6294580147118,N00001311,95GG32S1,330463,377572,8.20989,Belfast,Urban,Legoniel_1,281,562,483,261,256,2024,1221,636,"1"
-5.97644155624254,54.6234244374029,N00001316,95GG32S2,330750,376908,6.29899,Belfast,Urban,Legoniel_2,110,49,227,307,823,4266,436,291,"1"
-5.97156817321323,54.6212204206613,N00001322,95GG32S3,331072,376672,4.58868,Belfast,Urban,Legoniel_3,228,204,266,653,393,3423,2143,363,"1"
-5.93000345656779,54.6087562820409,N00001350,95GG35S1,333797,375363,21.3062,Belfast,Urban,New Lodge_1,120,1106,77,165,192,3026,552,49,"1"
-5.9296218396098,54.6065101037516,N00001351,95GG35S1,333829,375113,9.99997,Belfast,Urban,New Lodge_1,423,2931,221,144,365,2929,821,545,"1"
-5.93547088243055,54.6049538945376,N00001353,95GG35S1,333456,374929,6.90253,Belfast,Urban,New Lodge_1,71,2075,4,2,47,3396,2455,184,"1"
-5.93325580676365,54.6098385795951,N00001354,95GG35S2,333583,375477,7.13417,Belfast,Urban,New Lodge_2,47,480,13,17,267,4453,895,392,"1"
-5.93458457060462,54.6121814424989,N00001355,95GG35S2,333490,375735,1.72377,Belfast,Urban,New Lodge_2,384,1292,314,162,579,4448,444,439,"1"
-5.93460890399102,54.611206194023,N00001356,95GG35S2,333491,375627,2.00854,Belfast,Urban,New Lodge_2,336,1709,36,161,954,4262,3717,1023,"1"
-5.93119214460064,54.6104938385792,N00001357,95GG35S2,333715,375554,1.18795,Belfast,Urban,New Lodge_2,7,185,3,30,22,4314,2247,51,"1"
-5.9355419643099,54.6137014562557,N00001358,95GG35S3,333423,375903,2.44873,Belfast,Urban,New Lodge_3,59,132,181,248,89,4526,62,448,"1"
-5.93384153027856,54.6134049192309,N00001359,95GG35S3,333534,375873,1.78751,Belfast,Urban,New Lodge_3,140,189,340,262,271,4467,167,475,"1"
-5.92959290652532,54.6108061391108,N00001362,95GG35S3,333817,375592,2.57497,Belfast,Urban,New Lodge_3,191,4252,65,9,48,4397,3992,300,"1"
-5.93824838749424,54.5944068202355,N00001417,95GG39S1,333311,373750,24.4374,Belfast,Urban,Shaftesbury_1,132,747,75,102,173,3255,2491,727,"1"
-5.92062036126423,54.5961480439193,N00001418,95GG39S1,334445,373977,24.5,Belfast,Urban,Shaftesbury_1,396,1804,274,124,575,3047,661,593,"1"
-5.93896239514742,54.5901603575675,N00001426,95GG39S3,333279,373276,2.33391,Belfast,Urban,Shaftesbury_3,339,854,449,372,36,4099,3035,1530,"1"
-5.94392224310355,54.5910389128127,N00001427,95GG39S3,332956,373364,8.34684,Belfast,Urban,Shaftesbury_3,411,3362,177,167,111,4014,3985,647,"1"
-5.94088153835976,54.591608808729,N00001430,95GG39S3,333150,373434,5.70477,Belfast,Urban,Shaftesbury_3,178,193,426,57,378,4017,1850,1871,"1"
-5.95719093507754,54.6030559112743,N00001432,95GG40S1,332059,374677,6.00551,Belfast,Urban,Shankill_1,22,30,188,61,98,2968,3797,152,"1"
-5.95266391675329,54.6033538105105,N00001434,95GG40S1,332351,374719,3.38593,Belfast,Urban,Shankill_1,426,875,528,274,149,3804,3795,1279,"1"
-5.95292436027108,54.6019252123769,N00001435,95GG40S1,332338,374559,2.93512,Belfast,Urban,Shankill_1,82,524,58,184,19,3828,3066,730,"1"
-5.95179937270463,54.6011332909529,N00001436,95GG40S1,332414,374473,5.80741,Belfast,Urban,Shankill_1,159,714,251,75,35,3473,2044,1538,"1"
-5.94035443580511,54.6040801191628,N00001437,95GG40S2,333144,374823,4.52027,Belfast,Urban,Shankill_2,21,73,61,133,297,3467,509,43,"1"
-5.94407584325049,54.6077688705735,N00001441,95GG40S2,332891,375226,8.71787,Belfast,Urban,Shankill_2,117,643,194,119,185,4371,283,16,"1"
-5.93955411690801,54.6070506038693,N00001442,95GG40S2,333186,375155,5.22712,Belfast,Urban,Shankill_2,351,1286,424,193,142,4405,1001,466,"1"
-5.94425218652048,54.6049341869443,N00001443,95GG40S2,332889,374910,11.6692,Belfast,Urban,Shankill_2,19,425,21,67,10,3367,691,381,"1"
-5.93856908158458,54.605771605891,N00001444,95GG40S2,333253,375014,7.29549,Belfast,Urban,Shankill_2,40,794,12,37,77,3541,848,177,"1"
-5.89690284177604,54.5929741875754,N00001501,95GG44S1,335988,373670,5.69893,Belfast,Urban,The Mount_1,369,1180,521,459,79,3456,1723,129,"1"
-5.89504382308875,54.5958392702525,N00001503,95GG44S1,336099,373992,11.6611,Belfast,Urban,The Mount_1,157,1066,281,170,14,3397,1411,33,"1"
-5.89905931614833,54.5955366430899,N00001504,95GG44S1,335840,373951,2.17727,Belfast,Urban,The Mount_1,382,3062,405,378,38,3565,504,60,"1"
-5.89381238364798,54.59284790747,N00001506,95GG44S2,336188,373662,3.57496,Belfast,Urban,The Mount_2,183,122,925,875,39,4336,163,515,"1"
-5.89819686064312,54.5884582409176,N00001511,95GG44S2,335919,373165,6.19433,Belfast,Urban,The Mount_2,291,969,637,442,20,3621,276,424,"1"
-5.96663962509741,54.5584222727651,N00001524,95GG45S2,331592,369692,4.20095,Belfast,Urban,Upper Malone_2,418,1984,237,333,223,2339,675,2166,"1"
-5.99003812050479,54.5983039012847,N00001531,95GG46S1,329952,374087,11.7631,Belfast,Urban,Upper Springfield_1,221,1658,117,160,295,2893,124,667,"1"
-6.00300929806495,54.589368586609,N00001533,95GG46S1,329142,373068,92.861,Belfast,Urban,Upper Springfield_1,344,1378,178,138,630,2992,1907,575,"1"
-5.98582357898797,54.5993007753528,N00001535,95GG46S2,330221,374206,9.5882,Belfast,Urban,Upper Springfield_2,44,961,39,4,70,1530,859,562,"1"
-5.98604823797807,54.5970491110403,N00001537,95GG46S2,330214,373955,4.18934,Belfast,Urban,Upper Springfield_2,200,2220,142,68,201,3210,154,255,"1"
-5.98840319050757,54.5956050060315,N00001539,95GG46S2,330066,373789,3.84056,Belfast,Urban,Upper Springfield_2,441,1379,273,277,787,3530,50,2328,"1"
-5.98665816151748,54.5910617844574,N00001541,95GG46S3,330193,373287,8.38356,Belfast,Urban,Upper Springfield_3,142,1367,35,49,428,3573,482,666,"1"
-5.99015804513718,54.5874888730701,N00001542,95GG46S3,329979,372883,2.89078,Belfast,Urban,Upper Springfield_3,272,2631,134,209,46,3603,1037,1154,"1"
-5.98943704158119,54.5892276319327,N00001543,95GG46S3,330020,373078,3.32466,Belfast,Urban,Upper Springfield_3,220,1645,159,59,135,3802,517,1850,"1"
-5.98778323600686,54.5866943473262,N00001544,95GG46S3,330135,372799,3.12474,Belfast,Urban,Upper Springfield_3,319,713,374,246,383,3757,397,938,"1"
-5.93559006289926,54.6153229661658,N00001545,95GG47S1,333415,376083,2.30312,Belfast,Urban,Water Works_1,264,206,558,572,489,4221,39,1110,"1"
-5.94372980734634,54.6149561722348,N00001546,95GG47S1,332890,376027,2.74209,Belfast,Urban,Water Works_1,52,235,217,62,86,3645,404,50,"1"
-5.93731007096541,54.6134372592292,N00001548,95GG47S1,333310,375870,5.40322,Belfast,Urban,Water Works_1,56,872,52,5,276,4227,70,24,"1"
-5.94178468151657,54.613531866565,N00001549,95GG47S1,333020,375872,7.72396,Belfast,Urban,Water Works_1,86,571,72,7,444,3148,1599,171,"1"
-5.9388177218829,54.612140903012,N00001550,95GG47S1,333217,375723,7.60312,Belfast,Urban,Water Works_1,147,1734,38,63,290,4060,2608,15,"1"
-5.94131223913764,54.616155259477,N00001553,95GG47S2,333042,376165,2.27383,Belfast,Urban,Water Works_2,2,24,1,13,225,3732,443,142,"1"
-5.94516426521664,54.6170027308536,N00001554,95GG47S2,332791,376252,5.55218,Belfast,Urban,Water Works_2,48,622,14,22,441,4471,365,22,"1"
-5.94881742233133,54.6153920783465,N00001555,95GG47S2,332560,376066,3.4065,Belfast,Urban,Water Works_2,42,1453,7,1,2,4086,3605,198,"1"
-5.94650933985515,54.614453022854,N00001557,95GG47S2,332712,375965,3.25663,Belfast,Urban,Water Works_2,8,6,40,54,169,4246,4276,93,"1"
-5.93553227700665,54.6163408993461,N00001558,95GG47S3,333415,376196,2.22683,Belfast,Urban,Water Works_3,126,590,113,306,298,4481,5,202,"1"
-5.94013354984001,54.6187394050692,N00001559,95GG47S3,333110,376455,9.65098,Belfast,Urban,Water Works_3,412,559,291,1070,1613,4506,51,70,"1"
-5.94380103373298,54.6224071387143,N00001561,95GG47S3,332861,376856,20.936,Belfast,Urban,Water Works_3,425,221,882,801,2068,4410,10,64,"1"
-5.9335776733575,54.6187175607974,N00001562,95GG47S3,333533,376465,10.2641,Belfast,Urban,Water Works_3,104,252,180,80,566,4485,307,127,"1"
-5.97493511122909,54.5918436880717,N00001565,95GG48S1,330949,373396,2.24838,Belfast,Urban,Whiterock_1,308,515,570,289,369,4240,135,504,"1"
-5.97228028251725,54.5914948352968,N00001566,95GG48S1,331121,373362,7.20635,Belfast,Urban,Whiterock_1,404,1556,325,192,495,4381,206,489,"1"
-5.97687099657261,54.5919525368409,N00001567,95GG48S1,330823,373404,4.47178,Belfast,Urban,Whiterock_1,318,519,432,271,541,4156,202,951,"1"
-5.97623884099738,54.595892466279,N00001570,95GG48S2,330851,373844,14.8661,Belfast,Urban,Whiterock_2,145,1531,81,6,127,3460,2114,1403,"1"
-5.9732394649452,54.5939555206172,N00001571,95GG48S2,331051,373634,6.84232,Belfast,Urban,Whiterock_2,342,2187,189,55,259,3559,2976,1289,"1"
-5.98050361794394,54.5964291075531,N00001572,95GG48S2,330574,373896,5.42139,Belfast,Urban,Whiterock_2,174,3510,84,41,31,3514,840,542,"1"
-5.97929360067623,54.5927550501404,N00001573,95GG48S2,330664,373489,7.66767,Belfast,Urban,Whiterock_2,101,656,165,16,141,4011,178,1151,"1"
-5.98494135594244,54.5961404606047,N00001574,95GG48S3,330288,373855,3.96899,Belfast,Urban,Whiterock_3,99,1991,48,12,203,4248,25,283,"1"
-5.98246973110703,54.5955330623336,N00001575,95GG48S3,330450,373792,3.54854,Belfast,Urban,Whiterock_3,310,1289,317,45,433,3443,537,1370,"1"
-5.98147088117222,54.5936576862213,N00001577,95GG48S3,330520,373586,3.35658,Belfast,Urban,Whiterock_3,177,1076,97,70,405,4024,292,905,"1"
-5.98326600085678,54.593362671189,N00001578,95GG48S3,330405,373549,3.99081,Belfast,Urban,Whiterock_3,370,1971,173,113,502,4154,1256,569,"1"
-5.91089822681947,54.5913699203869,N00001616,95GG50S3,335089,373464,3.71487,Belfast,Urban,Woodstock_3,332,322,629,651,438,4502,245,222,"1"
-5.96122157811351,54.6041717334625,N00001623,95GG51S1,331795,374794,2.65738,Belfast,Urban,Woodvale_1,57,23,423,589,28,2585,900,147,"1"
-5.96206900305801,54.6054789236847,N00001624,95GG51S1,331736,374937,1.38235,Belfast,Urban,Woodvale_1,388,1011,285,330,208,3891,1271,3291,"1"
-5.96430654782389,54.605857169242,N00001625,95GG51S1,331590,374975,5.73833,Belfast,Urban,Woodvale_1,146,94,260,349,891,3745,1011,78,"1"
-5.96330861106676,54.6040962290917,N00001626,95GG51S1,331660,374781,1.60182,Belfast,Urban,Woodvale_1,341,243,306,309,1766,3487,1418,1305,"1"
-5.96313096970537,54.6029586935259,N00001627,95GG51S1,331676,374655,1.89413,Belfast,Urban,Woodvale_1,65,14,199,634,40,3587,3879,809,"1"
-5.96527232015288,54.6031258437904,N00001628,95GG51S1,331537,374670,3.27076,Belfast,Urban,Woodvale_1,419,1868,555,187,113,3233,3467,99,"1"
-5.96187044307161,54.6094153992469,N00001630,95GG51S2,331736,375376,1.41188,Belfast,Urban,Woodvale_2,23,40,74,529,4,3980,1353,596,"1"
-5.96093797095569,54.6084437292305,N00001631,95GG51S2,331800,375270,1.91487,Belfast,Urban,Woodvale_2,105,623,94,185,5,4098,1672,1623,"1"
-5.9612950809313,54.6075084501621,N00001633,95GG51S2,331779,375165,1.84588,Belfast,Urban,Woodvale_2,46,63,124,252,220,4189,69,1017,"1"
-5.96257523932864,54.6068721363969,N00001634,95GG51S2,331699,375092,4.55916,Belfast,Urban,Woodvale_2,83,897,114,201,34,3063,68,135,"1"
-5.95946838662853,54.6114516819924,N00001637,95GG51S3,331885,375607,2.51665,Belfast,Urban,Woodvale_3,53,117,95,326,62,3988,558,922,"1"
-5.9611370275543,54.6109165468711,N00001638,95GG51S3,331779,375544,1.93813,Belfast,Urban,Woodvale_3,13,18,42,106,218,3249,797,1578,"1"
-5.95766682638329,54.6109584421634,N00001639,95GG51S3,332003,375556,1.71321,Belfast,Urban,Woodvale_3,168,9,639,475,497,4106,682,1339,"1"
-5.87563116186145,54.6965623223028,N00001691,95HH07W1,337014,385240,5.68571,Mid and East Antrim,Urban,Gortalee,312,386,491,747,95,2627,3611,1200,"1"
-5.80978148253959,54.7293359445549,N00001715,95HH11W1,341145,389018,3.80762,Mid and East Antrim,Urban,Love Lane,427,1196,365,761,44,3112,3903,1245,"1"
-5.81660435656963,54.7245648718106,N00001721,95HH13W1,340722,388473,3.75481,Mid and East Antrim,Urban,Northland,389,451,694,491,153,2630,3351,1547,"1"
-5.89943075360993,54.575454298244,N00001812,95II07W1,335883,371715,8.6838,Belfast,Urban,Cregagh,91,316,116,231,84,4327,1991,204,"1"
-5.82698225765125,54.5885111835389,N00001923,95II21W1,340522,373311,7.20708,Belfast,Urban,Tullycarnet,78,26,141,464,180,4129,2377,1732,"1"
-6.65906884730114,55.193766727468,N00001948,95JJ02W1,285446,439340,6.78229,Causeway Coast and Glens,Urban,Atlantic,50,11,121,704,303,1912,2653,139,"1"
-6.66223677259755,55.1912173373219,N00001950,95JJ02W1,285250,439052,27.0342,Causeway Coast and Glens,Urban,Atlantic,27,37,49,339,202,1944,3867,187,"1"
-6.65870660239104,55.1464072045767,N00001956,95JJ03S1,285570,434068,4.96967,Causeway Coast and Glens,Urban,Ballysally_1,37,78,73,136,282,2787,901,467,"1"
-6.66076608672976,55.1507575244513,N00001958,95JJ03S1,285430,434550,9.97698,Causeway Coast and Glens,Urban,Ballysally_1,160,34,283,580,879,2618,1134,1164,"1"
-6.66396842598884,55.1493210526734,N00001959,95JJ03S1,285229,434386,7.76003,Causeway Coast and Glens,Urban,Ballysally_1,164,101,228,719,587,2766,1273,229,"1"
-6.6592261342034,55.1482549533857,N00001960,95JJ03S1,285533,434273,12.5743,Causeway Coast and Glens,Urban,Ballysally_1,36,52,31,346,367,2663,1506,304,"1"
-6.66020485360536,55.1429005128362,N00001963,95JJ03S2,285482,433676,12.7564,Causeway Coast and Glens,Urban,Ballysally_2,138,295,149,188,470,2263,1790,389,"1"
-6.6567875314001,55.1438863295099,N00001964,95JJ03S2,285698,433790,9.71782,Causeway Coast and Glens,Urban,Ballysally_2,285,426,331,528,262,2723,1895,784,"1"
-6.67133750836655,55.1321649201788,N00001973,95JJ05W1,284795,432467,27.0653,Causeway Coast and Glens,Urban,Central,219,469,255,695,122,3765,772,260,"1"
-6.67560402124089,55.1287459395921,N00001981,95JJ06W1,284530,432082,9.08892,Causeway Coast and Glens,Urban,Churchland,203,886,43,130,796,4159,2543,285,"1"
-6.65004965612273,55.1369420161748,N00001991,95JJ07W1,286143,433025,4.75926,Causeway Coast and Glens,Urban,Cross Glebe,343,146,689,725,588,2197,1862,1144,"1"
-6.6550717920428,55.2055292020048,N00002060,95JJ18W1,285675,440654,63.2673,Causeway Coast and Glens,Urban,Royal Portrush,414,226,484,1210,1871,2363,1292,34,"1"
-6.75001515496546,54.6522133691415,N00002142,95KK11W1,280731,378948,3.23098,Mid Ulster,Urban,Oldtown,181,192,282,216,454,3438,3106,570,"1"
-6.93992925892433,54.5951826707634,N00002147,95KK12W1,268569,372398,34.4144,Mid Ulster,Rural,Pomeroy,88,31,218,168,916,904,3409,2234,"1"
-6.44768611209902,54.4200102053487,N00002184,95LL02S2,300815,353492,7.59459,"Armagh City, Banbridge and Craigavon",Urban,Annagh_2,452,201,1073,938,571,4518,234,582,"1"
-6.44313115039637,54.4185675248861,N00002185,95LL02S2,301114,353338,9.58032,"Armagh City, Banbridge and Craigavon",Urban,Annagh_2,385,202,1230,976,399,3873,94,394,"1"
-6.46195348480364,54.424620957823,N00002191,95LL03W1,299878,353985,3.42979,"Armagh City, Banbridge and Craigavon",Urban,Ballybay,268,178,410,616,421,2758,2890,836,"1"
-6.32948522704324,54.4585533930066,N00002222,95LL07W1,308385,357957,15.7215,"Armagh City, Banbridge and Craigavon",Urban,Church,242,86,1207,1068,107,3173,1107,156,"1"
-6.32591149699473,54.4586507815025,N00002223,95LL07W1,308617,357974,4.17768,"Armagh City, Banbridge and Craigavon",Urban,Church,213,1,1136,1333,459,4311,271,137,"1"
-6.33526236386001,54.4558505124849,N00002225,95LL07W1,308018,357648,11.4541,"Armagh City, Banbridge and Craigavon",Urban,Church,376,277,875,785,239,3985,942,361,"1"
-6.45621526574817,54.4310868549585,N00002230,95LL08S1,300234,354713,6.13207,"Armagh City, Banbridge and Craigavon",Urban,Corcrain_1,261,242,578,923,51,2879,1731,1698,"1"
-6.44943140618197,54.4318876858638,N00002231,95LL08S1,300672,354811,5.47095,"Armagh City, Banbridge and Craigavon",Urban,Corcrain_1,45,53,164,257,114,3441,578,581,"1"
-6.33656790237147,54.4616758875113,N00002236,95LL09S1,307918,358294,29.0529,"Armagh City, Banbridge and Craigavon",Urban,Court_1,241,648,200,190,803,4458,414,113,"1"
-6.33956805553677,54.4568809904138,N00002241,95LL09S2,307736,357756,9.65992,"Armagh City, Banbridge and Craigavon",Urban,Court_2,417,321,647,553,591,4071,2293,226,"1"
-6.34272497605016,54.4601829557815,N00002245,95LL09S2,307522,358119,7.40252,"Armagh City, Banbridge and Craigavon",Urban,Court_2,428,4484,28,137,795,4308,2268,697,"1"
-6.35218632053342,54.4509570860106,N00002269,95LL12S2,306933,357077,23.1074,"Armagh City, Banbridge and Craigavon",Urban,Drumgask_2,392,1258,692,204,133,2384,793,933,"1"
-6.35866593740092,54.4495484344891,N00002271,95LL12S2,306516,356911,9.98666,"Armagh City, Banbridge and Craigavon",Urban,Drumgask_2,247,634,411,310,87,2135,909,1913,"1"
-6.35586443204213,54.4476281321974,N00002272,95LL12S2,306703,356701,5.21111,"Armagh City, Banbridge and Craigavon",Urban,Drumgask_2,402,1017,333,164,638,2170,1387,1784,"1"
-6.37067677061718,54.443679337325,N00002278,95LL13S2,305752,356239,14.7349,"Armagh City, Banbridge and Craigavon",Urban,Drumgor_2,449,2293,391,179,238,1937,2901,329,"1"
-6.32584777420733,54.4732297162141,N00002282,95LL14S1,308582,359597,5.66272,"Armagh City, Banbridge and Craigavon",Urban,Drumnamoe_1,289,1749,133,108,332,2256,1992,1488,"1"
-6.42127753104431,54.4248475525095,N00002309,95LL17W1,302517,354068,3.35478,"Armagh City, Banbridge and Craigavon",Urban,Killycomain,287,98,507,679,760,2950,896,2113,"1"
-6.33182353777564,54.464086015616,N00002344,95LL21W1,308219,358570,10.0148,"Armagh City, Banbridge and Craigavon",Urban,Parklake,208,61,750,619,740,3379,134,134,"1"
-6.45234577724066,54.4227112291978,N00002362,95LL23W1,300506,353786,4.53282,"Armagh City, Banbridge and Craigavon",Urban,Tavanagh,326,231,738,703,224,3257,3107,295,"1"
-6.45268385612211,54.4207841386535,N00002364,95LL23W1,300489,353571,4.78513,"Armagh City, Banbridge and Craigavon",Urban,Tavanagh,176,267,402,428,49,3223,1921,598,"1"
-6.33467861250568,54.4668768402247,N00002387,95LL26S1,308027,358876,13.7392,"Armagh City, Banbridge and Craigavon",Urban,Woodville_1,38,60,120,111,420,3622,122,591,"1"
-6.342570705142,54.468264724297,N00002388,95LL26S1,307511,359018,2.13102,"Armagh City, Banbridge and Craigavon",Urban,Woodville_1,175,35,1001,667,257,3235,108,700,"1"
-6.33468791117891,54.4711055379216,N00002389,95LL26S1,308015,359347,11.8357,"Armagh City, Banbridge and Craigavon",Urban,Woodville_1,379,319,327,1285,1480,3061,387,88,"1"
-6.33921451227886,54.4676589963062,N00002390,95LL26S1,307730,358956,4.0921,"Armagh City, Banbridge and Craigavon",Urban,Woodville_1,317,369,858,1168,179,3230,47,189,"1"
-7.28335036618421,54.9728405646244,N00002397,95MM01S1,245942,414159,9.32464,Derry City and Strabane,Urban,Altnagelvin_1,123,431,51,131,804,2551,844,879,"1"
